conversation_id,user_id,session_id,timestamp,channel,language,device,user_type,conversation_turn,previous_utterance,utterance,extracted_entities,intent,topic_category,sentiment,urgency,bot_response,previous_bot_response,suggested_action,is_escalated,escalation_priority,confidence_score,response_time_ms
conv_591,user_2648,sess_8898,2026-03-09T12:25:16.443966,chat,en,tablet,returning,1,,appeal account suspension,{},account_help,account,positive,low,Of course! Let me bring up your account. What do you need help with today?,,authenticate_and_load_account,no,P4,0.7343726980677256,1200
conv_960,user_5712,sess_8903,2025-07-06T12:25:16.455932,chat,en,mobile,returning,1,,start chat,{},greeting,conversation_flow,negative,high,Hello! I understand you may be frustrated. I'm here to help and I'll do everything I can to sort this out.,,present_main_menu,yes,P1,0.9461597081409052,1605
conv_925,user_6974,sess_8913,2026-03-18T12:25:16.454795,email,en,desktop,new,1,,complaint status,{},feedback,feedback_and_general,negative,medium,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,no,P3,0.7805940954178302,1208
conv_335,user_5461,sess_8914,2026-02-12T12:25:16.435371,mobile_app,en,desktop,returning,1,,voucher not applied,{},billing_issue,billing_and_payments,positive,high,I can help with that billing question! Let me pull up your account and take a look.,,review_billing_account,no,P4,0.9725288002448518,1659
conv_844,user_1782,sess_8918,2025-05-25T12:25:16.452214,chat,en,mobile,returning,1,,rate the service,{},feedback,feedback_and_general,positive,medium,Thank you so much for the positive feedback! We're thrilled to hear you're happy with the experience.,,log_feedback_ticket,no,P3,0.8289411947664089,1592
conv_80,user_5967,sess_8934,2025-11-01T12:25:16.426495,chat,en,tablet,returning,1,,multiple orders which one shipped,{},order_status,order_management,positive,high,Happy to help! I can see your order is currently being processed. Estimated delivery is within 3–5 business days.,,lookup_order_by_id,no,P4,0.7314116786893783,1858
conv_427,user_7737,sess_8935,2025-06-24T12:25:16.438382,web,en,desktop,new,1,,i keep getting an error,{},technical_support,technical,neutral,medium,Let me look into that technical problem. Can you confirm the device type and operating system you're using?,,run_diagnostic_check,no,P3,0.7841048481988667,1659
conv_972,user_9330,sess_8941,2026-01-02T12:25:16.456313,mobile_app,en,desktop,new,1,,afternoon,{},greeting,conversation_flow,neutral,high,Hello! Welcome to our support service. How can I assist you today?,,present_main_menu,no,P4,0.7773736284292463,1378
conv_524,user_5591,sess_8949,2026-02-21T12:25:16.441492,mobile_app,en,tablet,returning,1,,change my username,{},account_help,account,positive,medium,Of course! Let me bring up your account. What do you need help with today?,,authenticate_and_load_account,no,P3,0.9048860287988676,517
conv_914,user_3787,sess_8956,2026-03-08T12:25:16.454444,chat,en,mobile,returning,1,,nps survey,{},feedback,feedback_and_general,neutral,low,I appreciate you letting us know. Your feedback has been logged and will be shared with the relevant team.,,log_feedback_ticket,no,P4,0.7243407306425784,711
conv_868,user_4840,sess_8962,2025-09-26T12:25:16.452968,mobile_app,en,tablet,returning,1,,i want to share my thoughts,{},feedback,feedback_and_general,negative,low,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,no,P4,0.938312900768622,1871
conv_634,user_4099,sess_8963,2025-06-05T12:25:16.445490,mobile_app,en,desktop,new,1,,no show policy,{},appointment_booking,scheduling,negative,low,I understand your frustration. Let me personally arrange this appointment for you right now.,,check_availability_calendar,no,P4,0.8023468929097818,725
conv_1256,user_7843,sess_8966,2025-10-13T12:25:16.466251,web,en,tablet,new,1,,delivery attempt failed,{},shipping_info,order_management,neutral,low,"Here's our shipping info: standard delivery takes 3–5 business days, and express takes 1–2 business days.",,fetch_shipping_rates,no,P4,0.7082601279389034,1823
conv_939,user_2256,sess_8969,2025-07-20T12:25:16.455248,chat,en,tablet,new,1,,hey,{},greeting,conversation_flow,neutral,medium,Good day! How can I help you today?,,present_main_menu,no,P3,0.9713748723727408,503
conv_503,user_3292,sess_8973,2026-04-14T12:25:16.440822,mobile_app,en,tablet,new,1,,username change,{},account_help,account,positive,high,"Happy to assist! Are you looking to reset your password, update your details, or something else?",,authenticate_and_load_account,no,P4,0.744531702836843,560
conv_446,user_8879,sess_8975,2025-07-14T12:25:16.438995,chat,en,desktop,returning,1,,page not rendering,{},technical_support,technical,positive,medium,I'd be glad to help with that! Could you describe the issue you're experiencing in a bit more detail?,,run_diagnostic_check,no,P3,0.9948292394973404,1262
conv_671,user_7523,sess_8978,2025-05-20T12:25:16.446733,chat,en,mobile,returning,1,,free consultation,{},appointment_booking,scheduling,neutral,medium,"Let me check availability. What date were you thinking, and do you have a time preference?",,check_availability_calendar,no,P3,0.7918034829119035,571
conv_532,user_8342,sess_8983,2025-07-09T12:25:16.441751,web,en,mobile,new,1,,connected devices,{},account_help,account,neutral,low,"I can assist with your account. Could you specify what you need — password reset, profile update, or access issues?",,authenticate_and_load_account,no,P4,0.9823172217895312,1691
conv_716,user_9637,sess_8987,2025-09-20T12:25:16.448163,mobile_app,en,desktop,new,1,,when available,{},product_inquiry,product,negative,medium,I'm sorry if the product information wasn't clear. Let me provide you with accurate and complete details right now.,,fetch_product_details,no,P3,0.9764863495377792,836
conv_1187,user_8726,sess_8987,2025-09-28T12:25:16.464059,chat,en,desktop,new,2,when available,shipping to uk,{},shipping_info,order_management,neutral,high,We ship via several carriers. Delivery times depend on your location. Would you like to enter your postcode for an estimate?,I'm sorry if the product information wasn't clear. Let me provide you with accurate and complete details right now.,fetch_shipping_rates,no,P4,0.8409470889123905,1417
conv_202,user_8990,sess_8992,2025-09-21T12:25:16.430856,email,en,tablet,new,1,,do not ship,{},cancellation,order_management,negative,low,I'm sorry about this experience. I'm prioritizing your cancellation request and will confirm once it's done.,,check_cancellation_eligibility,no,P4,0.9631409512119846,1659
conv_668,user_1726,sess_8992,2026-03-23T12:25:16.446634,mobile_app,en,tablet,returning,2,do not ship,waive no show fee,{},appointment_booking,scheduling,negative,medium,I understand your frustration. Let me personally arrange this appointment for you right now.,I'm sorry about this experience. I'm prioritizing your cancellation request and will confirm once it's done.,check_availability_calendar,no,P3,0.7355892865065663,1528
conv_1318,user_1706,sess_8993,2025-12-18T12:25:16.468204,chat,en,desktop,new,1,,how do i call you,{},human_agent,escalation,neutral,low,Connecting you to a human agent. Please hold on while I transfer the conversation.,,transfer_to_live_agent,yes,P2,0.9129531203227476,1654
conv_1404,user_6982,sess_8996,2026-02-04T12:25:16.471070,mobile_app,en,mobile,returning,1,,is this legal,{},out_of_scope,out_of_scope,negative,low,"I'm sorry about that. While I can't assist with this specific topic, I want to make sure your issue gets resolved.",,request_clarification,no,P4,0.8384901466947652,865
conv_1423,user_9682,sess_9001,2025-05-30T12:25:16.471709,chat,en,mobile,returning,1,,dad joke,{},out_of_scope,out_of_scope,negative,high,I apologize for not being more helpful. Let me see if I can direct you to the right resource.,,request_clarification,yes,P1,0.8138450072356347,1058
conv_1160,user_8145,sess_9003,2025-06-21T12:25:16.463192,mobile_app,en,mobile,new,1,,bravo,{},thanks,conversation_flow,negative,low,I'm just glad we could work toward a resolution. I'm truly sorry about the experience and hope things improve.,,check_if_resolved,no,P4,0.7933345908833164,633
conv_1081,user_5568,sess_9007,2025-08-30T12:25:16.459840,email,en,tablet,returning,1,,perfect thanks bye,{},goodbye,conversation_flow,negative,high,"Goodbye, and I sincerely apologize for the experience. We will follow up to ensure everything is resolved.",,close_session,yes,P1,0.8323983983398469,1385
conv_316,user_4132,sess_9025,2026-04-19T12:25:16.434729,chat,en,mobile,returning,1,,i was charged the wrong amount,{},billing_issue,billing_and_payments,positive,low,I can help with that billing question! Let me pull up your account and take a look.,,review_billing_account,no,P4,0.8434245113228322,713
conv_1129,user_6926,sess_9031,2025-11-27T12:25:16.462070,web,en,tablet,new,1,,thanks for being so helpful,{},thanks,conversation_flow,neutral,low,You're welcome! Let me know if there's anything else I can assist you with.,,check_if_resolved,no,P4,0.933746931696998,1677
conv_67,user_4319,sess_9041,2025-07-31T12:25:16.425628,chat,en,tablet,new,1,,order ORD-904449 i need it by tomorrow,{"order_id": "ORD-904449"},order_status,order_management,positive,low,Happy to help! I can see your order is currently being processed. Estimated delivery is within 3–5 business days.,,lookup_order_by_id,no,P4,0.8427369262907329,622
conv_197,user_7314,sess_9042,2026-03-17T12:25:16.430688,web,en,mobile,new,1,,cancel my order,{"action": "cancel"},cancellation,order_management,neutral,high,"To cancel your order, I'll need your order ID. Please note cancellations are only possible before the order ships.",,check_cancellation_eligibility,no,P4,0.893137345639909,598
conv_556,user_2910,sess_9044,2025-08-07T12:25:16.442512,mobile_app,en,mobile,returning,1,,i see logins i dont recognize,{},account_help,account,neutral,medium,I'll help you with your account. What specific action do you need to take?,,authenticate_and_load_account,no,P3,0.7465916894490298,1893
conv_162,user_4972,sess_9055,2025-11-30T12:25:16.429509,mobile_app,en,desktop,new,1,,exception to return policy,{"action": "refund"},return_refund,order_management,negative,high,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,yes,P1,0.8181041500963302,1336
conv_652,user_7874,sess_9077,2025-11-15T12:25:16.446125,web,en,tablet,new,1,,sunday appointment,{},appointment_booking,scheduling,positive,medium,Sure! We have slots available this week. Would morning or afternoon work better for you?,,check_availability_calendar,no,P3,0.7314064820808331,1765
conv_948,user_2598,sess_9093,2025-08-02T12:25:16.455532,web,en,mobile,returning,1,,salutations,{},greeting,conversation_flow,neutral,high,Good day! How can I help you today?,,present_main_menu,no,P4,0.9559424039773784,1676
conv_1412,user_8881,sess_9135,2025-08-20T12:25:16.471353,email,en,tablet,new,1,,what can you do,{},out_of_scope,out_of_scope,negative,low,I apologize for not being more helpful. Let me see if I can direct you to the right resource.,,request_clarification,no,P4,0.8050218351087487,1918
conv_1161,user_1822,sess_9142,2026-03-27T12:25:16.463223,email,en,tablet,returning,1,,hats off,{},thanks,conversation_flow,neutral,high,You're welcome! Let me know if there's anything else I can assist you with.,,check_if_resolved,no,P4,0.9705672633623716,931
conv_113,user_5422,sess_9143,2025-05-01T12:25:16.427788,chat,en,desktop,new,1,,i need to return something,{"action": "refund"},return_refund,order_management,negative,high,I'm sorry to hear you're not satisfied. I want to make this right — let me start the return process for you immediately.,,initiate_return_flow,yes,P1,0.8542041827818544,1869
conv_397,user_8908,sess_9146,2026-01-14T12:25:16.437417,web,en,mobile,returning,1,,website not working,{},technical_support,technical,neutral,high,"To diagnose the problem, could you let me know when the issue started and what error message you see?",,run_diagnostic_check,no,P4,0.874962478089103,821
conv_450,user_2548,sess_9160,2025-06-22T12:25:16.439127,chat,en,desktop,new,1,,mobile site not working,{},technical_support,technical,negative,high,That sounds really frustrating. I'm noting the details and will ensure this gets to the right technical team immediately.,,run_diagnostic_check,yes,P1,0.97651413792294,974
conv_496,user_1137,sess_9164,2026-01-22T12:25:16.440596,chat,en,mobile,new,1,,two factor auth,{},account_help,account,positive,high,Sure! I can help you with your account. What would you like to update or access?,,authenticate_and_load_account,no,P4,0.9839720733246368,1445
conv_905,user_9207,sess_9173,2026-04-02T12:25:16.454151,email,en,desktop,returning,1,,product feedback,{},feedback,feedback_and_general,neutral,high,I appreciate you letting us know. Your feedback has been logged and will be shared with the relevant team.,,log_feedback_ticket,no,P4,0.8293692640013821,1295
conv_1051,user_1361,sess_9178,2025-06-10T12:25:16.458870,web,en,tablet,new,1,,see ya,{},goodbye,conversation_flow,negative,high,I'm sorry your experience wasn't better. Please reach out again — we'll prioritize your case.,,close_session,yes,P1,0.7681043041830191,545
conv_543,user_7390,sess_9179,2026-04-16T12:25:16.442105,chat,en,mobile,new,1,,strong password tips,{},account_help,account,negative,low,I apologize for the inconvenience. I'm pulling up your account details now to identify the issue.,,authenticate_and_load_account,no,P4,0.9585308955040084,1649
conv_1375,user_1089,sess_9185,2026-03-31T12:25:16.470103,email,en,desktop,new,1,,weather forecast,{},out_of_scope,out_of_scope,negative,high,"I'm sorry about that. While I can't assist with this specific topic, I want to make sure your issue gets resolved.",,request_clarification,yes,P1,0.75959796332149,1664
conv_1372,user_4268,sess_9188,2026-03-08T12:25:16.470003,mobile_app,en,mobile,returning,1,,get me through to customer service,{},human_agent,escalation,positive,high,Of course! I'll connect you to a live agent right away. Please hold for just a moment.,,transfer_to_live_agent,yes,P1,0.9526264223673856,1714
conv_754,user_9564,sess_9192,2025-09-10T12:25:16.449375,email,en,mobile,new,1,,does this product have certifications,{},product_inquiry,product,neutral,low,I can help with product information. Could you provide the product name or category you're interested in?,,fetch_product_details,no,P4,0.9739764635773496,1319
conv_1218,user_6765,sess_9193,2025-07-11T12:25:16.465051,web,en,desktop,returning,1,,ORD-809321 - do you deliver to my area,{"order_id": "ORD-809321"},shipping_info,order_management,neutral,high,Shipping costs vary based on weight and destination. I can provide an exact quote if you share your delivery address.,,fetch_shipping_rates,no,P4,0.8313653360474118,929
conv_650,user_1961,sess_9193,2025-07-18T12:25:16.446061,email,en,desktop,new,2,ORD-809321 - do you deliver to my area,appointment this weekend,{},appointment_booking,scheduling,neutral,medium,I'll check the schedule. Could you confirm the service you need and your preferred appointment time?,Shipping costs vary based on weight and destination. I can provide an exact quote if you share your delivery address.,check_availability_calendar,no,P3,0.9774189184874482,1724
conv_536,user_6378,sess_9196,2026-01-11T12:25:16.441881,email,en,tablet,returning,1,,wrong password,{},account_help,account,positive,medium,"Happy to assist! Are you looking to reset your password, update your details, or something else?",,authenticate_and_load_account,no,P3,0.9891758555722842,502
conv_283,user_3662,sess_9196,2026-04-05T12:25:16.433497,email,en,mobile,returning,2,wrong password,overcharged account ACC-934071,{},billing_issue,billing_and_payments,neutral,medium,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?","Happy to assist! Are you looking to reset your password, update your details, or something else?",review_billing_account,no,P3,0.8126291842197118,1914
conv_1489,user_8584,sess_9204,2026-04-27T15:50:30.118702,email,en,mobile,new,1,,ORD-155351 says delivered but I didn't get it,{"order_id": "ORD-155351"},order_status,order_management,positive,medium,Your order is in transit and looking good! Would you like the tracking link sent to your email?,,lookup_order_by_id,no,P3,0.78,808
conv_1442,user_9051,sess_9212,2025-08-27T12:25:16.472328,chat,en,tablet,returning,1,,explain quantum physics,{},out_of_scope,out_of_scope,negative,high,I'm sorry I wasn't able to help with that. I want to make sure you get the right support — could you tell me more?,,request_clarification,yes,P1,0.9888955544430544,525
conv_896,user_9077,sess_9212,2026-03-17T12:25:16.453865,email,en,tablet,returning,2,explain quantum physics,detailed review,{},feedback,feedback_and_general,positive,high,We really appreciate your feedback! It motivates us to keep delivering the best service possible.,I'm sorry I wasn't able to help with that. I want to make sure you get the right support — could you tell me more?,log_feedback_ticket,no,P4,0.7981476708716329,877
conv_588,user_7738,sess_9213,2025-06-08T12:25:16.443837,chat,en,mobile,returning,1,,why was my account suspended,{},account_help,account,neutral,low,I'll help you with your account. What specific action do you need to take?,,authenticate_and_load_account,no,P4,0.9052315919260976,1979
conv_382,user_3832,sess_9233,2025-09-14T12:25:16.436907,web,en,tablet,returning,1,,something not working,{},technical_support,technical,negative,high,That sounds really frustrating. I'm noting the details and will ensure this gets to the right technical team immediately.,,run_diagnostic_check,yes,P1,0.8008910020550738,1836
conv_559,user_5720,sess_9237,2025-05-12T12:25:16.442612,email,en,mobile,new,1,,ACC-940080 - secure my account,{},account_help,account,neutral,medium,Let me verify your identity first. Could you please confirm the email address associated with your account?,,authenticate_and_load_account,no,P3,0.884990340949396,1568
conv_629,user_4554,sess_9246,2025-05-06T12:25:16.445320,mobile_app,en,mobile,new,1,,change my appointment,{},appointment_booking,scheduling,negative,high,I understand your frustration. Let me personally arrange this appointment for you right now.,,check_availability_calendar,yes,P1,0.8538811852755528,917
conv_1339,user_6503,sess_9248,2026-03-20T12:25:16.468864,chat,en,desktop,returning,1,,senior support,{},human_agent,escalation,negative,low,I'm so sorry for the difficulty. I'm escalating this to a live agent right now who will handle your case urgently.,,transfer_to_live_agent,yes,P2,0.7749381202176269,1872
conv_816,user_5234,sess_9252,2026-01-01T12:25:16.451335,web,en,desktop,new,1,,how long is the warranty,{},product_inquiry,product,negative,high,I apologize for any confusion. I want to make sure you have all the information you need — what specifically were you looking for?,,fetch_product_details,yes,P1,0.9862201541704304,751
conv_514,user_1211,sess_9264,2025-05-14T12:25:16.441177,chat,en,mobile,returning,1,,lost access to account,{},account_help,account,neutral,high,Let me verify your identity first. Could you please confirm the email address associated with your account?,,authenticate_and_load_account,no,P4,0.9333583737608164,1990
conv_1135,user_8258,sess_9265,2025-10-08T12:25:16.462307,mobile_app,en,desktop,returning,1,,superb service,{},thanks,conversation_flow,negative,medium,I'm just glad we could work toward a resolution. I'm truly sorry about the experience and hope things improve.,,check_if_resolved,no,P3,0.8296165621060385,1700
conv_615,user_8766,sess_9275,2025-06-07T12:25:16.444855,mobile_app,en,desktop,returning,1,,i want to book an appointment,{},appointment_booking,scheduling,neutral,low,I'll check the schedule. Could you confirm the service you need and your preferred appointment time?,,check_availability_calendar,no,P4,0.7814777319937625,530
conv_220,user_3434,sess_9276,2025-05-20T12:25:16.431450,web,en,tablet,returning,1,,hold my order,{},cancellation,order_management,neutral,medium,"Understood. Let me verify the order status — if it hasn't shipped yet, I'll cancel it immediately.",,check_cancellation_eligibility,no,P3,0.8276353513437679,1621
conv_500,user_8220,sess_9286,2025-06-07T12:25:16.440723,email,en,desktop,new,1,,account recovery,{},account_help,account,neutral,low,"I can assist with your account. Could you specify what you need — password reset, profile update, or access issues?",,authenticate_and_load_account,no,P4,0.93474239992772,1009
conv_920,user_4984,sess_9298,2026-01-24T12:25:16.454636,chat,en,desktop,returning,1,,where to leave feedback,{},feedback,feedback_and_general,negative,medium,I'm sorry the experience didn't meet your expectations. We value your feedback and will use it to make things better.,,log_feedback_ticket,no,P3,0.8219357447916716,1743
conv_433,user_6124,sess_9303,2025-11-11T12:25:16.438575,chat,en,mobile,new,1,,app crashes when i open it,{},technical_support,technical,neutral,low,Let me look into that technical problem. Can you confirm the device type and operating system you're using?,,run_diagnostic_check,no,P4,0.7195026332454977,918
conv_250,user_3633,sess_9305,2025-05-02T12:25:16.432411,mobile_app,en,desktop,new,1,,i ordered the wrong product,{},cancellation,order_management,negative,low,I'm sorry you'd like to cancel. I'll do my best to process this quickly for you — please share your order number.,,check_cancellation_eligibility,no,P4,0.862074998107956,906
conv_679,user_9065,sess_9306,2025-05-15T12:25:16.446985,web,en,tablet,returning,1,,appointment for my child,{},appointment_booking,scheduling,negative,low,I apologize for the inconvenience. I'll ensure we get you booked in as soon as possible.,,check_availability_calendar,no,P4,0.7783804253393669,1304
conv_161,user_5123,sess_9320,2025-07-11T12:25:16.429476,email,en,desktop,returning,1,,late return request,{"action": "refund"},return_refund,order_management,negative,low,I'm sorry to hear you're not satisfied. I want to make this right — let me start the return process for you immediately.,,initiate_return_flow,no,P4,0.8659200888409853,931
conv_721,user_3517,sess_9335,2026-01-18T12:25:16.448332,web,en,desktop,returning,1,,tell me about this product,{},product_inquiry,product,positive,high,Of course! We have a great range. Could you tell me more about what you're looking for?,,fetch_product_details,no,P4,0.7877361277491564,816
conv_645,user_8377,sess_9352,2025-07-14T12:25:16.445904,email,en,mobile,returning,1,,i need an appointment as soon as possible,{},appointment_booking,scheduling,neutral,medium,"I can book an appointment for you. Please share your preferred date, time, and the type of appointment needed.",,check_availability_calendar,no,P3,0.7699391982242536,1338
conv_156,user_8322,sess_9359,2026-02-25T12:25:16.429306,web,en,desktop,new,1,,opened item return,{"action": "refund"},return_refund,order_management,positive,medium,No problem at all! Just provide your order number and the item(s) you'd like to return and I'll get the process started.,,initiate_return_flow,no,P3,0.858839766044778,756
conv_1490,user_6737,sess_9368,2026-04-27T15:50:30.118708,web,en,mobile,returning,1,,my order ORD-463158 is late,{"order_id": "ORD-463158"},order_status,order_management,positive,high,Great news — your order has been dispatched and is on its way! You should receive it soon.,,lookup_order_by_id,no,P4,0.95,957
conv_129,user_7600,sess_9371,2025-11-13T12:25:16.428357,web,en,desktop,returning,1,,wrong color sent,{},return_refund,order_management,negative,low,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,no,P4,0.8789790281329144,1328
conv_917,user_2417,sess_9375,2026-01-21T12:25:16.454538,web,en,tablet,returning,1,,post purchase survey,{},feedback,feedback_and_general,negative,medium,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,no,P3,0.7161010207466473,1851
conv_78,user_7279,sess_9381,2026-04-13T12:25:16.426422,chat,en,mobile,new,1,,order confirmation not received for ORD-264553,{"order_id": "ORD-264553"},order_status,order_management,positive,medium,Your order is in transit and looking good! Would you like the tracking link sent to your email?,,lookup_order_by_id,no,P3,0.813186857493256,1657
conv_377,user_8932,sess_9386,2025-06-01T12:25:16.436743,mobile_app,en,desktop,new,1,,update credit card,{},billing_issue,billing_and_payments,negative,medium,I understand this is very frustrating. Rest assured I'm escalating this billing issue to ensure it's corrected promptly.,,review_billing_account,no,P3,0.8372154945940126,636
conv_293,user_1157,sess_9391,2025-11-18T12:25:16.433841,web,en,desktop,returning,1,,payment failed,{},billing_issue,billing_and_payments,positive,medium,No worries! Billing issues can sometimes happen. I'll review your account and get it sorted.,,review_billing_account,no,P3,0.7288159991556693,1178
conv_704,user_6973,sess_9392,2026-04-06T12:25:16.447782,email,en,mobile,returning,1,,when are you available,{},appointment_booking,scheduling,positive,high,Sure! We have slots available this week. Would morning or afternoon work better for you?,,check_availability_calendar,no,P4,0.9484373440980512,1140
conv_183,user_5478,sess_9395,2025-11-18T12:25:16.430226,chat,en,mobile,returning,1,,poor quality product,{},return_refund,order_management,negative,high,That's really not the experience we want you to have. Let me get your refund sorted out right away.,,initiate_return_flow,yes,P1,0.921862807692902,1096
conv_1001,user_5295,sess_9395,2026-04-15T12:25:16.457249,email,en,tablet,new,2,poor quality product,am i in the right place,{},greeting,conversation_flow,positive,high,Hi there! Welcome to our support service. What can I help you with?,That's really not the experience we want you to have. Let me get your refund sorted out right away.,present_main_menu,no,P4,0.7115573588995883,1831
conv_17,user_2017,sess_9397,2026-02-16T12:25:16.423985,mobile_app,en,desktop,returning,1,,give me an update on my order ORD-261273,{"order_id": "ORD-261273"},order_status,order_management,negative,low,I'm sorry to hear you're having trouble with your order. I'm looking into it right now — please bear with me.,,lookup_order_by_id,no,P4,0.7045563818857363,1731
conv_664,user_5439,sess_9399,2025-11-22T12:25:16.446509,chat,en,tablet,returning,1,,i missed my appointment,{},appointment_booking,scheduling,neutral,high,"Let me check availability. What date were you thinking, and do you have a time preference?",,check_availability_calendar,no,P4,0.7156744692154066,982
conv_808,user_3015,sess_9401,2025-12-04T12:25:16.451084,mobile_app,en,tablet,new,1,,durability,{},product_inquiry,product,neutral,medium,Let me look that up for you. Could you share the product name or item code?,,fetch_product_details,no,P3,0.9605582868580144,1149
conv_531,user_3589,sess_9402,2025-05-25T12:25:16.441720,mobile_app,en,tablet,returning,1,,login history,{},account_help,account,neutral,medium,Let me verify your identity first. Could you please confirm the email address associated with your account?,,authenticate_and_load_account,no,P3,0.9667077706479148,1375
conv_517,user_2832,sess_9404,2025-10-13T12:25:16.441273,mobile_app,en,mobile,returning,1,,suspicious login,{},account_help,account,negative,medium,I'm sorry you're having trouble with your account. Let me prioritize getting this resolved for you right away.,,authenticate_and_load_account,no,P3,0.9808134771368208,1334
conv_1066,user_1073,sess_9413,2026-01-18T12:25:16.459361,chat,en,mobile,new,1,,everything is fine now,{},goodbye,conversation_flow,negative,low,I'm sorry your experience wasn't better. Please reach out again — we'll prioritize your case.,,close_session,no,P4,0.903810072010244,1024
conv_928,user_4761,sess_9414,2026-02-05T12:25:16.454889,mobile_app,en,desktop,new,1,,i want to make a formal complaint,{},feedback,feedback_and_general,negative,medium,Thank you for bringing this to our attention. I sincerely apologize and want to assure you this will be addressed.,,log_feedback_ticket,no,P3,0.7042502941172496,1430
conv_701,user_4951,sess_9418,2025-10-14T12:25:16.447686,chat,en,desktop,new,1,,available appointment slots,{},appointment_booking,scheduling,positive,high,"I can schedule that right now! Could you let me know your preferred date, time, and any specific requirements?",,check_availability_calendar,no,P4,0.8202302897425143,1770
conv_110,user_8374,sess_9423,2025-08-12T12:25:16.427680,chat,en,mobile,new,1,,damaged item ORD-309381,{"order_id": "ORD-309381"},return_refund,order_management,negative,medium,I apologize for the inconvenience. I'm prioritizing your refund request and will process it as quickly as possible.,,initiate_return_flow,no,P3,0.818927428603668,942
conv_339,user_8035,sess_9425,2025-07-26T12:25:16.435502,email,en,mobile,returning,1,,tax charge question,{},billing_issue,billing_and_payments,neutral,low,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?",,review_billing_account,no,P4,0.7524733821469447,896
conv_71,user_8182,sess_9425,2025-11-17T12:25:16.425767,chat,en,mobile,new,2,tax charge question,ORD-199373 - switch to express shipping,{"order_id": "ORD-199373"},order_status,order_management,negative,low,I sincerely apologize for the inconvenience. I can see there may be a delay. Let me escalate this to ensure it's resolved quickly.,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?",lookup_order_by_id,no,P4,0.7633206770618964,1855
conv_807,user_2928,sess_9440,2025-05-05T12:25:16.451052,email,en,mobile,returning,1,,how long will it last,{},product_inquiry,product,neutral,low,I can help with product information. Could you provide the product name or category you're interested in?,,fetch_product_details,no,P4,0.9794479092306376,1327
conv_1272,user_7141,sess_9441,2026-01-07T12:25:16.466758,chat,en,mobile,returning,1,,package arrived damaged,{},shipping_info,order_management,negative,high,That's not the shipping experience we want you to have. I'm investigating this as a priority and will update you soon.,,fetch_shipping_rates,yes,P1,0.8166850360765272,838
conv_1299,user_5582,sess_9444,2025-11-23T12:25:16.467606,mobile_app,en,desktop,new,1,,phone number for support,{},human_agent,escalation,negative,medium,I'm so sorry for the difficulty. I'm escalating this to a live agent right now who will handle your case urgently.,,transfer_to_live_agent,yes,P2,0.9206778866501972,1759
conv_1042,user_1476,sess_9451,2026-02-25T12:25:16.458586,mobile_app,en,tablet,new,1,,talk soon,{},goodbye,conversation_flow,positive,high,Thanks for chatting with us! Don't hesitate to come back if you need anything. Goodbye!,,close_session,no,P4,0.9281888929661084,646
conv_1460,user_7569,sess_9453,2025-11-09T12:25:16.472902,email,en,tablet,new,1,,drug interaction,{},out_of_scope,out_of_scope,negative,high,I'm sorry I wasn't able to help with that. I want to make sure you get the right support — could you tell me more?,,request_clarification,yes,P1,0.8253507607798471,827
conv_166,user_3457,sess_9455,2025-10-26T12:25:16.429645,email,en,tablet,returning,1,,refund not showing in bank,{"action": "refund"},return_refund,order_management,negative,low,I apologize for the inconvenience. I'm prioritizing your refund request and will process it as quickly as possible.,,initiate_return_flow,no,P4,0.9488816695525606,616
conv_504,user_6665,sess_9466,2025-06-06T12:25:16.440853,web,en,tablet,returning,1,,privacy settings,{},account_help,account,positive,low,Sure! I can help you with your account. What would you like to update or access?,,authenticate_and_load_account,no,P4,0.8300258595256272,1025
conv_1521,user_5432,sess_9469,2026-04-27T15:50:30.118918,chat,en,desktop,new,1,,dispute charge on ACC-507164,{},billing_issue,billing_and_payments,neutral,high,"I can investigate your billing concern. Could you provide more details about the issue — for example, the charge amount or date?",,review_billing_account,no,P4,0.76,1072
conv_733,user_2897,sess_9473,2025-08-25T12:25:16.448715,chat,en,mobile,new,1,,pre order,{},product_inquiry,product,neutral,low,Let me look that up for you. Could you share the product name or item code?,,fetch_product_details,no,P4,0.8299519680016264,1015
conv_613,user_9724,sess_9473,2026-04-16T12:25:16.444788,email,en,mobile,new,2,pre order,cancel appointment,{"action": "cancel"},appointment_booking,scheduling,positive,low,"I can schedule that right now! Could you let me know your preferred date, time, and any specific requirements?",Let me look that up for you. Could you share the product name or item code?,check_availability_calendar,no,P4,0.9744749151356084,1309
